Scientific_Name,Plant_Name,Coverage,Bamboo,Bulb,Grass,Groundcover,Perennial,Palm,Shrub,Succulent,Tree,Vine,Native,Genetic_Concerns,Potentially_Invasive
"Rosa Minutifolia","Baja California Wild Rose",64,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rosa Rubiginosa","Sweet Briar Rose",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Rosa Rugosa","Japanese Rose",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Rosmarinus 'Prostratus'","Trailing Rosemary",50,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Rosmarinus Officinalis",Rosemary,16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Rubus Parviflorus",Thimbleberry,28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rubus Ursinus","California Blackberry",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ruscus Spp.","Butcher's Broom",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Salvia 'Allen Chickering'","Allen Chickering Sage",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Salvia 'Aromas'","Aromas Salvia",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Salvia 'Bee's Bliss'","Bee's Bliss Sage",28,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Salvia 'Dara's Choice'","Sonoma Sage",16,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No
"Salvia Africana-Lutea","Golden Sage",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Salvia Apiana","White Sage",13,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Salvia Argentea","Silver Sage",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Salvia Brandegeei","Santa Rosa Island Sage",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Salvia Canariensis","Canary Island Sage",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Salvia Chamaedryoides","Blue Sage",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Salvia Chionophylla","Snowflake Sage",7,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No
"Salvia Clevelandii & Hybrids","Cleveland, Alan Chickering Etc.",33,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Salvia Coahuilensis","Coahuila Sage",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Salvia Coccinea","Texas Sage",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Salvia Greggii & Hybrids","Autumn Sage",5,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Salvia Leucantha","Mexican Bush Sage",16,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Salvia Leucophylla","Purple Sage",13,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Salvia Mellifera","Black Or Green Sage",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Salvia Microphylla","Cherry/Graham Sage",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Salvia Muelleri","Royal Purple Autumn Sage",20,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Salvia Munzii","San Miguel Mountain Sage",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Salvia Officinalis","Garden; Kitchen Sage",3,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Salvia Pachyphylla","Rose Sage",7,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Salvia Regla","Mountain Sage",20,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Salvia Reptans","Sage (Reptans)",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Salvia Sclarea","Clary Sage",13,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
"Salvia Sonomensis","Creeping; Sonoma Sage",10,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No
"Salvia Spathacea","Hummingbird Or Pitcher Sage",10,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No
"Salvia Thymoides","Blue Salvia",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Salvia X Jamensis Cvs.","Sage (Jamensis Cvs.)",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Sambucus Canadensis","American Elder",57,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No
"Sambucus Canadensis 'Aurea'","American Elder",33,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No
"Sambucus Mexicana","Blue Elderberry",177,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No
"Sambucus Nigra","Common Eldberberry",78,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No
"Sambucus Nigra 'Aurea","Chartreuse Elberberry",78,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Sambucus Nigra 'Black Beauty'","Black Beauty Elderberry",78,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Sambucus Nigra 'Black Lace'","Black Lace Elderberry",78,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Sambucus Nigra 'Purpurea'","Black Elderberry",300,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Sambucus Nigra 'Variegata'","Black Elderberry",78,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Sambucus Racemosa 'sutherland Gold'","Golden Elderberry",50,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Sambucus Racemosa Racemosa","Red Elderberry",177,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Sambucus Spp.",Elderberry,0,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No
"Santolina 'Lemon Fizz'",Santolina,2,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Santolina Chamaecyparissus","Lavender Cotton",7,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Santolina Chamaecyparissus 'Lemon Queen'",Santolina,5,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Santolina Chamaecyparissus 'Little Nicky'",Santolina,1,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Santolina Chamaecyparissus 'Nana'",Santolina,1,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Santolina Ericoides",Santolina,1,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Santolina Neapolitana 'Lemon Queen'","Naples Lavender Cotton",5,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Santolina Rosmarinifolia","Green Santolina",2,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Santolina Rosmarinifolia 'Morning Mist'",Santolina,2,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Santolina Spp.","Lavender Cotton",0,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
"Santolina Virens","Green Lavender Cotton",3,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Saponaria Ocymoides","Rock Soapwort",7,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Sarcococca Confusa","Sweet Box",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Sarcococca Hookeriana Humilis","Sweet Sarcococca",50,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Sarcococca Ruscifolia","Fragrant Sarcococca",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Sasa Spp.","Bamboo (Sasa)",50,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Satureja Douglasii","Yerba Buena",7,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Scaevola 'Mauve Clusters'","Fan Flower",13,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Scaevola Aemula 'Diamond Head'","Blue Wonder",7,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Schinus Polygamus","Peruvian Pepper Tree",227,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Schotia Afra Var. Angustifolia","Karoo Boer Bloom",314,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Scilla Hughii",Bluebell,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Scilla Peruviana","Peruvian Lily",1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Scrophularia Californica","California Figwort/Bee Plant",5,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Scutellaria Pontica","Turkish Skullcap",1,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
"Scutellaria Suffrutescens","Pink Texas Skullcap",2,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
"Sedum Divergens",Stonecrop,1,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
"Sedum Laceolatum",Stonecrop,1,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
"Sedum Laxum Heckneri","Heckner's Stonecrop",1,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
"Sedum Niveum","Davidson's Stonecrop",1,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
"Sedum Oreganum",Stonecrop,1,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
"Sedum Spathulifolium 'Blood Red'",Stonecrop,1,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
"Sedum Spathulifolium 'Cape Blanco'",Stonecrop,1,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
"Sedum Spp.","Stone Crop",1,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
"Sempervivum Spp.","House Leek",1,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Senecio Cineraria","Dusty Miller",3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Senecio Cylindricus","Narrow Leaf Chalksticks",13,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Senecio Flaccidus Var. Douglasii","Bush Groundsel",7,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Senecio Mandraliscae",Kleinia,5,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No
"Senecio Serpens","Blue Chalksticks",5,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No
"Senecio Spp.",Ragwort,0,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No
"Senecio Talinoides And Cvs.","Blue Finger",5,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Senecio Viravira","Dusty Miller",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Senna Artemisioides","Feathery Cassia Or Senna",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Senna Australis","Australian Senna/Cassia",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Senna Bicapsularis","New Zealand Cassia Or Senna",64,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Senna Lindheimeriana","Lindheimer's Senna/Cassia",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Senna Multiglandulosa","Wooly Senna",143,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Shepherdia Argentea","Silver Buffaloberry",64,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Sideritis Syriaca",Sideritis,3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Simmondsia Chinensis",Jojoba,16,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Sisyrinchium Angustifolium","Blue Eyed Grass",1,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
"Sisyrinchium Bellum","Blue-Eyed Grass",2,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Solanum Aviculaare","Kangaroo Apple",33,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Solanum Umbelliferum","Blue Witch",3,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Solanum Wendlandii","Costa Rican Nightshade",50,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"Solanum Xanti","Purple Nightshade",7,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Sollya Heterophylla","Australian Bluebell Creeper",16,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No
"Sophora Secundiflora","Texas Mountain Laurel  (Shrub Form Only)",79,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Sparaxis Spp.","Harlequin Flower",0.25,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Sphaeralcea 'La Luna'","White Mallow",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Sphaeralcea 'Newleaze Coral'",Sphaeralcea,3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Sphaeralcea Ambigua","Apricot Mallow",7,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Sphaeralcea Ambigua 'Louis Hamilton'",Sphaeralcea,3,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Sphaeralcea Ambigua V. Rugosa",Sphaeralcea,7,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Sphaeralcea Coccinea","Scarlet Globemallow",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Sphaeralcea Emoryi","Emory Globemallow",3,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Sphaeralcea Grossulariifolia","Gooseberryleaf Globemallow",3,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Sphaeralcea Incana",Sphaeralcea,7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Sphaeralcea Munroana","Flame Checkers",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Sphaeralcea Parvifolia","Globe Mallow",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Sphaeralcea Spp.","Desert Or Globe Mallow",0,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
"Sporobolus Airoides","Alkalai Dropseed",7,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No
"Sporobolus Wrightii","Big Sacaton",10,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No
"Sprekelia Formosissima","Aztec Lily",1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Stachys Bullata","Hedge Nettle",5,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Stachys Byzantina","Lamb's Ear",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Stachys Chrysantha","Yellow Stachys",2,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
"Stachys Lanata","Lamb's Ears",16,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
"Sternbergia Lutea","Yellow Autumn Crocus",1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Stipa Cernua","Nodding Feather Grass",1,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No
"Stipa Hymenoides","Indian Rice Grass",1,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No
"Stipa Ichu","Peruvian Feather Grass",1,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
"Stipa Lepida","Foothill Stipa",1,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No
"Stipa Pulchra","Needle Grass",3,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No
"Stipa Ramosissima","Pillar Of Smoke Grass",10,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
"Styphnolobium Japonicum (Sophora Japonica)","Japanese Pagoda Tree",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Styrax Officinalis Californica","California Storax",50,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Styrax Officinalis Redivivus","Snowdrop Bush",28,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Styrax Redivivus)","Snowdrop Bush",20,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Swainsona Greyana","Hairy Darling Pea",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Syagrus Romanzoffiana (Arecastrum Romanzoffianum)","Queen Palm",500,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
"Symphoricarpos 'Betsy's Berry'","Betsy's Snowberry",13,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Symphoricarpos Albus",Snowberry,13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Symphoricarpos Albus 'Tilden Park'","Tilden Park Snowberry",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Symphoricarpos Albus Var. Laevigatus","Common Snowberry",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Symphoricarpos Mollis","Creeping Snowberry",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Symphoricarpus Albus",Snowberry,13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Syringa Vulgaris",Lilac,314,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Syringa X Persica","Persian Lilac",44,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Tagetes Lemmonii","Mexican Marigold",38,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Talinium Calcynium","Flame Flower",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Talinum Calycinum","Fame Flower",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Tanacetum Camphoratum","Camphor Dune Tansy",2,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Tanacetum Densum","Partridge Feather",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Tanacetum Haradjanii",Tansy,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Tanacetum Parthenium",Feverfew,3,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
"Tecoma 'Crimson Flare'","Yellow Bells",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Tecoma 'sunrise'","Sunrise Tecoma",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Tecoma Garrocha","Argentine Tecoma",50,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Tecoma Stans","Yellow Bells",7,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Tecoma X Alata 'Flaming Belles'","Flaming Bells",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Tetraneuris Acaulis","Stemless Four-Nerve Daisy",1,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Tetraneuris Grandiflora","Old Man Of The Mountain",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Tetraneuris Scaposa","Four-Nerve Daisy",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Tetrapanax Papyrifer","Rice Paper Plant",123,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Tetrapanax Papyrifera","Rice Paper Plant",113,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Teucrium Betonicum","Madeira Germander",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Teucrium Chamaedrys",Germander,3,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
"Teucrium Cossonii","Majorcan Germander",7,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Teucrium Flavum","Yellow Germander",3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Teucrium Fruticans","Bush Germander",28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Teucrium Hircanicum","Germander (Hyrcanicum)",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Teucrium Marum","Cat Thyme",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Thomasia Solanacea","Solanum-Like Thomasia",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Thymus Spp.",Thyme,1,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Thymus Spp. And Cvs.",Thyme,1,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Tilia Tomentosa","Silver Linden",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Toona Sinensis (Cedrela Sinensis)","Chinese Toon",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Torreya Californica","California Nutmeg",314,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Toxicoscordion Fremontii","Star Lily",0.5,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
"Trachycarpus Fortunei","Windmill Palm",64,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
"Trichostema Lanatum","Woolly; Mountain Blue Curls",16,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
"Trichostema Parishii","Mountain Blue Curls",13,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Triteleia Hyacinthina","White Brodiaea",28,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
"Triteleia Laxa","Ithuriel's Spear",0.25,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
"Triteleia Peduncularis","Long-Rayed Brodiaea",1,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
"Trithrinax Acanthocoma","Spiny Fiber Palm",24,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
"Tritonia Spp.",Tritonia,0.25,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Tulbaghia Violacea","Society Garlic",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Urginea Maritima","Sea Squill",1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Vachellia Farnesiana (Acacia Farnesiana)","Sweet Acacia",314,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Vauquelinia Californica","Arizona Rosewood",177,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Veltheimia Bracteata","Forest Lily",3,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Veltheimia Capensis","Sand Lily",2,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Verbascum Bombyciferum","Silver Mullein",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Verbascum Phoeniceum","Purple Mullein",1,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
"Verbena Bonariensis","Verbena (Bonariensis)",5,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
"Verbena Gooddingii","Goodding Verbena",10,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Verbena Lasiostachys","Robust Verbena",5,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Verbena Lilacina","Lilac Verbena",7,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Verbena Peruviana","Peruvian Verbena",7,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Verbena Rigida",Vervain,5,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Verbena Stricta","Hoary Vervian",2,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
"Verbena Tenera","Rock Verbena",7,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
"Verbena Tenuisecta","Moss Verbena",13,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"Verbena X Hybrida","Garden Verbena",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Verticordia Plumosa 'Pink Lace'",Featherflower,3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Viburnum Odoratissimum","Sweet Viburnum",50,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Viburnum Opulus","European Cranberry Bush",104,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Viburnum X Burkwoodii","Burkwood Viburnum",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Viguiera Lanata","Woolly-Leaf Sunflower",13,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Viguiera Parishii","Desert Goldeneye",3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Viola Sempervirens","Redwood Violet",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Vitex Agnus-Castus","Chaste Tree",133,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Vitis 'Roger's Red'","Roger's Red Grape",176,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes
"Vitis Californica","California Wild Grape",176,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
"Vitis Girdiana","Desert Grape",75,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
"Vitis Labrusca","American Grape",75,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"Vitis Vinifera","European Grape",75,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"Washingtonia Filifera","California Fan Palm",314,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No
"Watsonia Beatricis","Bugle Lily",16,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Watsonia Beatricis 'West Hills Hybrid'","Bugle Lily",16,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Watsonia Borbonica 'Dazzler'","Orange Bugle Lily",5,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Watsonia Borbonica 'Flamboyant'","Rose Bugle Lily",5,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Watsonia Borbonica 'Raspberry Delight'","Rose Bugle Lily",5,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Watsonia Borbonica 'snow Bell'","White Bugle Lily",5,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Watsonia Borbonica 'snow Queen'","White Bugle Lily",5,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Watsonia Coccinea","Bugle Lily",1,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Watsonia Gladioloides","Bugle Lily",5,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Watsonia Spp.",Watsonia,0,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
"Westringia 'Wynyabbie Gem'","Wynyabbie Gem Westringia",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Westringia Brevifolia","Small-Leafed Westringia",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Westringia Brevifolia Var. Raleighii","Raleigh Westringia",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Westringia Fruticosa","Coast Rosemary",44,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Westringia Glabra","Violet Westringia",10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Westringia Longifolia","Westringia (Longifolia)",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Westringia Raleighi","Raleigh Westringia",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Whipplea Modesta",Modesty,5,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Wyethia Angustifolia","Narrow Leaf Mule Ears",2,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"X Amarcrinum Memoria-Corsii",Crinodonna,5,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"X Amarygia Hybrids",Amarygia,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"X Chiranthofremontia Lenzii","Hybrid Monkey Hand Tree",133,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"X Chitalpa Tashkentensis",Chitalpa,500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"X Graptosedum Cultivars",Graptosedum,1,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"X Halimiocistus Sahucii",Halmiocistus,10,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"X Halimiocistus Wintonensis",Halmiocistus,16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"X Mangave Cvs.",Mangave,0,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"X Pachyveria Spp.",Pachyveria,1,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"X Sedeveria Cvs",Stonecrop,1,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
"Xanthorrhoea Spp.","Grass Tree",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Xerophyllum Tenax","Bear Grass",1,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Xylococcus Bicolor","Mission Manzanita",28,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
